Dealer_Name,Model,Company,Price ($)
New Castle Ford Lincoln Mercury,Cougar,Mercury,27250.25
New Castle Ford Lincoln Mercury,Crown Victoria,Ford,20000.0
New Castle Ford Lincoln Mercury,Cutlass,Oldsmobile,37812.625
New Castle Ford Lincoln Mercury,Dakota,Dodge,15000.333333333334
New Castle Ford Lincoln Mercury,DeVille,Cadillac,22000.5
New Castle Ford Lincoln Mercury,Diamante,Mitsubishi,25792.53846153846
New Castle Ford Lincoln Mercury,Durango,Dodge,21900.125
New Castle Ford Lincoln Mercury,E-Class,Mercedes-B,31000.0
New Castle Ford Lincoln Mercury,ES300,Lexus,27200.0
New Castle Ford Lincoln Mercury,Elantra,Hyundai,22000.0
New Castle Ford Lincoln Mercury,Eldorado,Cadillac,41899.6
New Castle Ford Lincoln Mercury,Expedition,Ford,12000.5
New Castle Ford Lincoln Mercury,Explorer,Ford,35400.28571428572
New Castle Ford Lincoln Mercury,F-Series,Ford,13375.5
New Castle Ford Lincoln Mercury,Firebird,Pontiac,43001.0
New Castle Ford Lincoln Mercury,Focus,Ford,34875.25
New Castle Ford Lincoln Mercury,Forester,Subaru,23140.4
New Castle Ford Lincoln Mercury,Frontier,Nissan,25875.25
New Castle Ford Lincoln Mercury,GS400,Lexus,21750.5
New Castle Ford Lincoln Mercury,GTI,Volkswagen,25750.25
New Castle Ford Lincoln Mercury,Galant,Mitsubishi,40000.0
New Castle Ford Lincoln Mercury,Golf,Volkswagen,26000.5
New Castle Ford Lincoln Mercury,Grand Am,Pontiac,19000.25
New Castle Ford Lincoln Mercury,Grand Cherokee,Jeep,23900.0
New Castle Ford Lincoln Mercury,Grand Marquis,Mercury,21857.071428571428
New Castle Ford Lincoln Mercury,Grand Prix,Pontiac,40299.625
New Castle Ford Lincoln Mercury,I30,Infiniti,36083.333333333336
New Castle Ford Lincoln Mercury,Impala,Chevrolet,22000.0
New Castle Ford Lincoln Mercury,Integra,Acura,45000.0
New Castle Ford Lincoln Mercury,Intrepid,Dodge,11250.0
New Castle Ford Lincoln Mercury,Intrigue,Oldsmobile,38730.2
New Castle Ford Lincoln Mercury,Jetta,Volkswagen,30818.18181818182
New Castle Ford Lincoln Mercury,LHS,Chrysler,28156.375
New Castle Ford Lincoln Mercury,LS,Saturn,37625.25
New Castle Ford Lincoln Mercury,LS400,Lexus,35642.57142857143
New Castle Ford Lincoln Mercury,LW,Saturn,30500.4
New Castle Ford Lincoln Mercury,LX470,Lexus,38000.5
New Castle Ford Lincoln Mercury,Land Cruiser,Toyota,21200.0
New Castle Ford Lincoln Mercury,LeSabre,Buick,20000.0
New Castle Ford Lincoln Mercury,Lumina,Chevrolet,42000.0
New Castle Ford Lincoln Mercury,M-Class,Mercedes-B,27250.5
New Castle Ford Lincoln Mercury,Malibu,Chevrolet,40499.916666666664
New Castle Ford Lincoln Mercury,Maxima,Nissan,20333.333333333332
New Castle Ford Lincoln Mercury,Metro,Chevrolet,20625.0
New Castle Ford Lincoln Mercury,Mirage,Mitsubishi,9500.0
New Castle Ford Lincoln Mercury,Monte Carlo,Chevrolet,32500.25
New Castle Ford Lincoln Mercury,Montero,Mitsubishi,16000.333333333334
New Castle Ford Lincoln Mercury,Montero Sport,Mitsubishi,40917.333333333336
New Castle Ford Lincoln Mercury,Mountaineer,Mercury,21000.0
New Castle Ford Lincoln Mercury,Mustang,Ford,26180.2
New Castle Ford Lincoln Mercury,Mystique,Mercury,19000.5
New Castle Ford Lincoln Mercury,Navigator,Lincoln,28500.333333333332
New Castle Ford Lincoln Mercury,Neon,Dodge,19000.0
New Castle Ford Lincoln Mercury,Neon,Plymouth,24625.0
New Castle Ford Lincoln Mercury,Outback,Subaru,36833.666666666664
New Castle Ford Lincoln Mercury,Park Avenue,Buick,38389.6
New Castle Ford Lincoln Mercury,Passat,Volkswagen,20344.69230769231
New Castle Ford Lincoln Mercury,Passport,Honda,21300.2
New Castle Ford Lincoln Mercury,Pathfinder,Nissan,38999.375
New Castle Ford Lincoln Mercury,Prizm,Chevrolet,25950.2
New Castle Ford Lincoln Mercury,Prowler,Plymouth,28999.625
New Castle Ford Lincoln Mercury,Quest,Nissan,29833.666666666668
New Castle Ford Lincoln Mercury,RAV4,Toyota,35666.166666666664
New Castle Ford Lincoln Mercury,RL,Acura,27115.923076923078
New Castle Ford Lincoln Mercury,Ram Pickup,Dodge,28111.444444444445
New Castle Ford Lincoln Mercury,Ram Van,Dodge,57998.5
New Castle Ford Lincoln Mercury,Ram Wagon,Dodge,22250.0
New Castle Ford Lincoln Mercury,Ranger,Ford,21500.0
New Castle Ford Lincoln Mercury,Regal,Buick,45000.5
New Castle Ford Lincoln Mercury,S-Class,Mercedes-B,17600.2
New Castle Ford Lincoln Mercury,S-Type,Jaguar,25875.25
New Castle Ford Lincoln Mercury,S40,Volvo,29730.2
New Castle Ford Lincoln Mercury,S70,Volvo,24200.2
New Castle Ford Lincoln Mercury,S80,Volvo,25000.333333333332
New Castle Ford Lincoln Mercury,SC,Saturn,45624.5
New Castle Ford Lincoln Mercury,SL,Saturn,15750.5
New Castle Ford Lincoln Mercury,SL-Class,Mercedes-B,23000.166666666668
New Castle Ford Lincoln Mercury,SLK,Mercedes-B,21420.4
New Castle Ford Lincoln Mercury,SLK230,Mercedes-B,17820.4
New Castle Ford Lincoln Mercury,SW,Saturn,27875.5
New Castle Ford Lincoln Mercury,Sable,Mercury,34833.666666666664
New Castle Ford Lincoln Mercury,Sebring Coupe,Chrysler,23140.0
New Castle Ford Lincoln Mercury,Sentra,Nissan,16001.0
New Castle Ford Lincoln Mercury,Seville,Cadillac,19501.0
New Castle Ford Lincoln Mercury,Sienna,Toyota,23333.555555555555
New Castle Ford Lincoln Mercury,Silhouette,Oldsmobile,33299.65
New Castle Ford Lincoln Mercury,Sonata,Hyundai,18500.5
New Castle Ford Lincoln Mercury,Stratus,Dodge,29500.25
New Castle Ford Lincoln Mercury,Sunfire,Pontiac,34050.166666666664
New Castle Ford Lincoln Mercury,TL,Acura,23922.444444444445
New Castle Ford Lincoln Mercury,Tacoma,Toyota,30000.0
New Castle Ford Lincoln Mercury,Taurus,Ford,52999.0
New Castle Ford Lincoln Mercury,Town & Country,Chrysler,42500.0
New Castle Ford Lincoln Mercury,Town car,Lincoln,17166.833333333332
New Castle Ford Lincoln Mercury,V70,Volvo,39000.0
New Castle Ford Lincoln Mercury,Villager,Mercury,19100.166666666668
New Castle Ford Lincoln Mercury,Viper,Dodge,29340.2
New Castle Ford Lincoln Mercury,Voyager,Plymouth,18500.0
New Castle Ford Lincoln Mercury,Windstar,Ford,23000.0
New Castle Ford Lincoln Mercury,Wrangler,Jeep,16000.5
New Castle Ford Lincoln Mercury,Xterra,Nissan,18875.5
Pars Auto Sales,3-Sep,Saab,49998.875
Pars Auto Sales,3000GT,Mitsubishi,22833.5
Pars Auto Sales,300M,Chrysler,20333.5
Pars Auto Sales,323i,BMW,19428.714285714286
Pars Auto Sales,328i,BMW,24499.75
Pars Auto Sales,4Runner,Toyota,35000.0
Pars Auto Sales,528i,BMW,25514.714285714286
Pars Auto Sales,A4,Audi,23251.0
Pars Auto Sales,A6,Audi,25122.777777777777
Pars Auto Sales,A8,Audi,44000.5
Pars Auto Sales,Accord,Honda,35000.333333333336
Pars Auto Sales,Altima,Nissan,20001.0
Pars Auto Sales,Aurora,Oldsmobile,49623.875
Pars Auto Sales,Avalon,Toyota,18000.0
Pars Auto Sales,Avenger,Dodge,22000.0
Pars Auto Sales,Beetle,Volkswagen,29333.666666666668
Pars Auto Sales,Bonneville,Pontiac,23500.25
Pars Auto Sales,Bravada,Oldsmobile,22286.0
Pars Auto Sales,Breeze,Plymouth,34400.0
Pars Auto Sales,C-Class,Mercedes-B,14500.0
Pars Auto Sales,C70,Volvo,17800.4
Pars Auto Sales,CL500,Mercedes-B,25500.0
Pars Auto Sales,CLK Coupe,Mercedes-B,22000.0
Pars Auto Sales,CR-V,Honda,26785.85714285714
Pars Auto Sales,Cabrio,Volkswagen,19266.666666666668
Pars Auto Sales,Camaro,Chevrolet,30750.25
Pars Auto Sales,Camry,Toyota,32200.0
Pars Auto Sales,Caravan,Dodge,25200.6
Pars Auto Sales,Carrera Cabrio,Porsche,29500.0
Pars Auto Sales,Carrera Coupe,Porsche,22750.25
Pars Auto Sales,Catera,Cadillac,28000.0
Pars Auto Sales,Cavalier,Chevrolet,22667.0
Pars Auto Sales,Celica,Toyota,23200.0
Pars Auto Sales,Century,Buick,17000.5
Pars Auto Sales,Cherokee,Jeep,25300.0
Pars Auto Sales,Cirrus,Chrysler,12001.0
Pars Auto Sales,Civic,Honda,43500.0
Pars Auto Sales,Concorde,Chrysler,35067.0
Pars Auto Sales,Continental,Lincoln,35385.5
Pars Auto Sales,Contour,Ford,38499.416666666664
Pars Auto Sales,Corolla,Toyota,22000.0
Pars Auto Sales,Corvette,Chevrolet,32850.3
Pars Auto Sales,Cougar,Mercury,31325.5
Pars Auto Sales,Crown Victoria,Ford,27583.666666666668
Pars Auto Sales,Cutlass,Oldsmobile,31700.0
Pars Auto Sales,Dakota,Dodge,21001.0
Pars Auto Sales,DeVille,Cadillac,22250.5
Pars Auto Sales,Diamante,Mitsubishi,20550.4
Pars Auto Sales,Durango,Dodge,23683.833333333332
Pars Auto Sales,E-Class,Mercedes-B,23000.0
Pars Auto Sales,ES300,Lexus,25833.333333333332
Pars Auto Sales,Eclipse,Mitsubishi,18500.0
Pars Auto Sales,Elantra,Hyundai,22501.0
Pars Auto Sales,Eldorado,Cadillac,51248.875
Pars Auto Sales,Escalade,Cadillac,32357.428571428572
Pars Auto Sales,Escort,Ford,15000.0
Pars Auto Sales,Expedition,Ford,28416.833333333332
Pars Auto Sales,Explorer,Ford,34786.142857142855
Pars Auto Sales,F-Series,Ford,13500.0
Pars Auto Sales,Firebird,Pontiac,43166.666666666664
Pars Auto Sales,Focus,Ford,33000.5
Pars Auto Sales,Forester,Subaru,21000.0
Pars Auto Sales,Frontier,Nissan,23312.75
Pars Auto Sales,GS300,Lexus,51000.0
Pars Auto Sales,GS400,Lexus,23400.2
Pars Auto Sales,GTI,Volkswagen,24333.666666666668
Pars Auto Sales,Galant,Mitsubishi,36100.0
Pars Auto Sales,Golf,Volkswagen,20000.666666666668
Pars Auto Sales,Grand Am,Pontiac,24733.666666666668
Pars Auto Sales,Grand Cherokee,Jeep,16625.5
Pars Auto Sales,Grand Marquis,Mercury,27791.458333333332
Pars Auto Sales,Grand Prix,Pontiac,29199.875
Pars Auto Sales,I30,Infiniti,26600.2
Pars Auto Sales,Impala,Chevrolet,14501.0
Pars Auto Sales,Intrepid,Dodge,11000.5
Pars Auto Sales,Intrigue,Oldsmobile,43776.4
Pars Auto Sales,Jetta,Volkswagen,29593.8125
Pars Auto Sales,LHS,Chrysler,32375.25
Pars Auto Sales,LS,Saturn,38750.75
Pars Auto Sales,LS400,Lexus,42333.25
Pars Auto Sales,LW,Saturn,18166.666666666668
Pars Auto Sales,LX470,Lexus,33400.2
Pars Auto Sales,Land Cruiser,Toyota,25000.666666666668
Pars Auto Sales,LeSabre,Buick,20000.0
Pars Auto Sales,Lumina,Chevrolet,26800.4
Pars Auto Sales,M-Class,Mercedes-B,22666.666666666668
Pars Auto Sales,Malibu,Chevrolet,31609.18181818182
Pars Auto Sales,Maxima,Nissan,26667.0
Pars Auto Sales,Metro,Chevrolet,22833.666666666668
Pars Auto Sales,Monte Carlo,Chevrolet,25750.25
Pars Auto Sales,Montero Sport,Mitsubishi,29416.833333333332
Pars Auto Sales,Mountaineer,Mercury,21000.5
Pars Auto Sales,Mustang,Ford,32650.0
Pars Auto Sales,Mystique,Mercury,9500.0
Pars Auto Sales,Navigator,Lincoln,26000.0
Pars Auto Sales,Neon,Plymouth,23325.0
Pars Auto Sales,Outback,Subaru,31667.0
Pars Auto Sales,Park Avenue,Buick,23001.0
Pars Auto Sales,Passat,Volkswagen,19878.714285714286
Pars Auto Sales,Passport,Honda,25333.666666666668
Pars Auto Sales,Pathfinder,Nissan,28500.2
Pars Auto Sales,Prizm,Chevrolet,21327.636363636364
Pars Auto Sales,Prowler,Plymouth,29689.833333333332
Pars Auto Sales,Quest,Nissan,19000.0
Pars Auto Sales,RAV4,Toyota,27500.333333333332
Pars Auto Sales,RL,Acura,21863.727272727272
Pars Auto Sales,RX300,Lexus,18000.0
Pars Auto Sales,Ram Pickup,Dodge,25520.3
Pars Auto Sales,Ram Van,Dodge,15001.0
Pars Auto Sales,Ram Wagon,Dodge,20500.25
Pars Auto Sales,Ranger,Ford,18250.5
Pars Auto Sales,Regal,Buick,30680.0
Pars Auto Sales,S-Class,Mercedes-B,27841.333333333332
Pars Auto Sales,S-Type,Jaguar,16000.0
Pars Auto Sales,S40,Volvo,26420.2
Pars Auto Sales,S70,Volvo,25833.833333333332
Pars Auto Sales,SC,Saturn,33999.625
Pars Auto Sales,SL,Saturn,20000.0
Pars Auto Sales,SL-Class,Mercedes-B,35000.0
Pars Auto Sales,SLK,Mercedes-B,20000.0
Pars Auto Sales,SLK230,Mercedes-B,45549.25
Pars Auto Sales,SW,Saturn,25100.0
Pars Auto Sales,Sable,Mercury,45366.833333333336
Pars Auto Sales,Sebring Conv.,Chrysler,16500.0
Pars Auto Sales,Sebring Coupe,Chrysler,31200.0
Pars Auto Sales,Seville,Cadillac,44751.0
Pars Auto Sales,Sienna,Toyota,14000.5
Pars Auto Sales,Silhouette,Oldsmobile,38617.59090909091
Pars Auto Sales,Sonata,Hyundai,16000.25
Pars Auto Sales,Stratus,Dodge,34001.0
Pars Auto Sales,Sunfire,Pontiac,35000.2
Pars Auto Sales,TL,Acura,19167.0
Pars Auto Sales,Tacoma,Toyota,42499.9
Pars Auto Sales,Taurus,Ford,31499.7
Pars Auto Sales,Town & Country,Chrysler,17000.5
Pars Auto Sales,Town car,Lincoln,24000.5
Pars Auto Sales,V40,Volvo,18100.0
Pars Auto Sales,Villager,Mercury,19333.333333333332
Pars Auto Sales,Viper,Dodge,33000.2
Pars Auto Sales,Voyager,Plymouth,26100.1
Pars Auto Sales,Windstar,Ford,18667.0
Pars Auto Sales,Wrangler,Jeep,18700.2
Pars Auto Sales,Xterra,Nissan,9000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,3-Sep,Saab,24625.25
Pitre Buick-Pontiac-Gmc of Scottsdale,3000GT,Mitsubishi,20667.333333333332
Pitre Buick-Pontiac-Gmc of Scottsdale,300M,Chrysler,19083.833333333332
Pitre Buick-Pontiac-Gmc of Scottsdale,323i,BMW,19083.833333333332
Pitre Buick-Pontiac-Gmc of Scottsdale,328i,BMW,18625.0
Pitre Buick-Pontiac-Gmc of Scottsdale,4Runner,Toyota,35000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,5-Sep,Saab,28501.0
Pitre Buick-Pontiac-Gmc of Scottsdale,528i,BMW,29300.0
Pitre Buick-Pontiac-Gmc of Scottsdale,A4,Audi,12000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,A6,Audi,18555.555555555555
Pitre Buick-Pontiac-Gmc of Scottsdale,Accent,Hyundai,18001.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Accord,Honda,25248.363636363636
Pitre Buick-Pontiac-Gmc of Scottsdale,Altima,Nissan,20000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Aurora,Oldsmobile,29050.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Avenger,Dodge,20500.25
Pitre Buick-Pontiac-Gmc of Scottsdale,Beetle,Volkswagen,45250.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Bonneville,Pontiac,23071.85714285714
Pitre Buick-Pontiac-Gmc of Scottsdale,Boxter,Porsche,22000.25
Pitre Buick-Pontiac-Gmc of Scottsdale,Bravada,Oldsmobile,24440.428571428572
Pitre Buick-Pontiac-Gmc of Scottsdale,Breeze,Plymouth,22250.0
Pitre Buick-Pontiac-Gmc of Scottsdale,C-Class,Mercedes-B,14840.2
Pitre Buick-Pontiac-Gmc of Scottsdale,C70,Volvo,25625.0
Pitre Buick-Pontiac-Gmc of Scottsdale,CL500,Mercedes-B,22000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,CR-V,Honda,26500.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Cabrio,Volkswagen,19366.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,Camaro,Chevrolet,20500.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Camry,Toyota,31333.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,Caravan,Dodge,22000.166666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,Carrera Cabrio,Porsche,32000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Carrera Coupe,Porsche,20500.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Catera,Cadillac,57998.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Cavalier,Chevrolet,21100.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Celica,Toyota,28166.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,Century,Buick,17000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Cherokee,Jeep,22900.2
Pitre Buick-Pontiac-Gmc of Scottsdale,Civic,Honda,35250.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Concorde,Chrysler,25300.2
Pitre Buick-Pontiac-Gmc of Scottsdale,Continental,Lincoln,25125.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Contour,Ford,57998.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Corolla,Toyota,37300.6
Pitre Buick-Pontiac-Gmc of Scottsdale,Corvette,Chevrolet,29786.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Cougar,Mercury,28000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Crown Victoria,Ford,20000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Cutlass,Oldsmobile,43000.2
Pitre Buick-Pontiac-Gmc of Scottsdale,Dakota,Dodge,21000.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,DeVille,Cadillac,45999.333333333336
Pitre Buick-Pontiac-Gmc of Scottsdale,Diamante,Mitsubishi,22250.3
Pitre Buick-Pontiac-Gmc of Scottsdale,Durango,Dodge,24555.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,E-Class,Mercedes-B,31000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,ES300,Lexus,27000.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Eclipse,Mitsubishi,26466.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,Elantra,Hyundai,23175.25
Pitre Buick-Pontiac-Gmc of Scottsdale,Eldorado,Cadillac,46799.3
Pitre Buick-Pontiac-Gmc of Scottsdale,Escalade,Cadillac,28900.333333333332
Pitre Buick-Pontiac-Gmc of Scottsdale,Escort,Ford,13000.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Expedition,Ford,17333.333333333332
Pitre Buick-Pontiac-Gmc of Scottsdale,Explorer,Ford,41625.5
Pitre Buick-Pontiac-Gmc of Scottsdale,F-Series,Ford,19250.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Firebird,Pontiac,43000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Focus,Ford,17000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Forester,Subaru,23840.4
Pitre Buick-Pontiac-Gmc of Scottsdale,Frontier,Nissan,39900.4
Pitre Buick-Pontiac-Gmc of Scottsdale,GS300,Lexus,17000.5
Pitre Buick-Pontiac-Gmc of Scottsdale,GS400,Lexus,30000.166666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,GTI,Volkswagen,21666.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,Galant,Mitsubishi,40850.25
Pitre Buick-Pontiac-Gmc of Scottsdale,Golf,Volkswagen,23350.333333333332
Pitre Buick-Pontiac-Gmc of Scottsdale,Grand Am,Pontiac,19167.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Grand Cherokee,Jeep,28500.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Grand Marquis,Mercury,14792.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Grand Prix,Pontiac,39239.4
Pitre Buick-Pontiac-Gmc of Scottsdale,I30,Infiniti,43450.25
Pitre Buick-Pontiac-Gmc of Scottsdale,Impala,Chevrolet,21500.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Integra,Acura,45000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Intrepid,Dodge,24334.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Intrigue,Oldsmobile,35300.6
Pitre Buick-Pontiac-Gmc of Scottsdale,Jetta,Volkswagen,27615.15
Pitre Buick-Pontiac-Gmc of Scottsdale,LHS,Chrysler,31470.1
Pitre Buick-Pontiac-Gmc of Scottsdale,LS,Saturn,41375.0
Pitre Buick-Pontiac-Gmc of Scottsdale,LS400,Lexus,34844.27777777778
Pitre Buick-Pontiac-Gmc of Scottsdale,LW,Saturn,21210.2
Pitre Buick-Pontiac-Gmc of Scottsdale,LX470,Lexus,44250.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Land Cruiser,Toyota,12000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,LeSabre,Buick,20000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,M-Class,Mercedes-B,29857.14285714286
Pitre Buick-Pontiac-Gmc of Scottsdale,Malibu,Chevrolet,36500.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Maxima,Nissan,32867.333333333336
Pitre Buick-Pontiac-Gmc of Scottsdale,Metro,Chevrolet,20545.545454545456
Pitre Buick-Pontiac-Gmc of Scottsdale,Mirage,Mitsubishi,9000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Monte Carlo,Chevrolet,28000.25
Pitre Buick-Pontiac-Gmc of Scottsdale,Montero,Mitsubishi,16000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Montero Sport,Mitsubishi,40111.22222222222
Pitre Buick-Pontiac-Gmc of Scottsdale,Mountaineer,Mercury,21166.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,Mustang,Ford,26583.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,Mystique,Mercury,29500.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Navigator,Lincoln,23666.833333333332
Pitre Buick-Pontiac-Gmc of Scottsdale,Neon,Plymouth,24071.571428571428
Pitre Buick-Pontiac-Gmc of Scottsdale,Odyssey,Honda,40500.25
Pitre Buick-Pontiac-Gmc of Scottsdale,Outback,Subaru,34001.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Park Avenue,Buick,39399.4
Pitre Buick-Pontiac-Gmc of Scottsdale,Passat,Volkswagen,18111.777777777777
Pitre Buick-Pontiac-Gmc of Scottsdale,Passport,Honda,21240.4
Pitre Buick-Pontiac-Gmc of Scottsdale,Pathfinder,Nissan,18167.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Prizm,Chevrolet,22850.2
Pitre Buick-Pontiac-Gmc of Scottsdale,Prowler,Plymouth,25999.625
Pitre Buick-Pontiac-Gmc of Scottsdale,Quest,Nissan,19000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,RAV4,Toyota,28000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,RL,Acura,24100.2
Pitre Buick-Pontiac-Gmc of Scottsdale,Ram Pickup,Dodge,22756.375
Pitre Buick-Pontiac-Gmc of Scottsdale,Ram Van,Dodge,35666.166666666664
Pitre Buick-Pontiac-Gmc of Scottsdale,Ram Wagon,Dodge,22000.333333333332
Pitre Buick-Pontiac-Gmc of Scottsdale,Ranger,Ford,35399.4
Pitre Buick-Pontiac-Gmc of Scottsdale,Regal,Buick,32500.0
Pitre Buick-Pontiac-Gmc of Scottsdale,S-Class,Mercedes-B,26400.4
Pitre Buick-Pontiac-Gmc of Scottsdale,S-Type,Jaguar,25750.0
Pitre Buick-Pontiac-Gmc of Scottsdale,S40,Volvo,28600.2
Pitre Buick-Pontiac-Gmc of Scottsdale,S70,Volvo,20000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,S80,Volvo,21166.666666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,SC,Saturn,41499.5
Pitre Buick-Pontiac-Gmc of Scottsdale,SL,Saturn,15500.5
Pitre Buick-Pontiac-Gmc of Scottsdale,SL-Class,Mercedes-B,23875.25
Pitre Buick-Pontiac-Gmc of Scottsdale,SLK,Mercedes-B,18000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,SLK230,Mercedes-B,57998.5
Pitre Buick-Pontiac-Gmc of Scottsdale,SW,Saturn,30500.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Sable,Mercury,37250.375
Pitre Buick-Pontiac-Gmc of Scottsdale,Sebring Coupe,Chrysler,25750.25
Pitre Buick-Pontiac-Gmc of Scottsdale,Sentra,Nissan,16000.5
Pitre Buick-Pontiac-Gmc of Scottsdale,Sienna,Toyota,26001.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Silhouette,Oldsmobile,23375.291666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,Sonata,Hyundai,18860.4
Pitre Buick-Pontiac-Gmc of Scottsdale,Stratus,Dodge,28000.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Sunfire,Pontiac,30500.166666666668
Pitre Buick-Pontiac-Gmc of Scottsdale,TL,Acura,22500.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Tacoma,Toyota,40400.4
Pitre Buick-Pontiac-Gmc of Scottsdale,Taurus,Ford,31399.7
Pitre Buick-Pontiac-Gmc of Scottsdale,Town car,Lincoln,17500.25
Pitre Buick-Pontiac-Gmc of Scottsdale,V70,Volvo,39001.0
Pitre Buick-Pontiac-Gmc of Scottsdale,Villager,Mercury,21671.85714285714
Pitre Buick-Pontiac-Gmc of Scottsdale,Viper,Dodge,32375.25
Pitre Buick-Pontiac-Gmc of Scottsdale,Voyager,Plymouth,28000.125
Pitre Buick-Pontiac-Gmc of Scottsdale,Windstar,Ford,22333.333333333332
Pitre Buick-Pontiac-Gmc of Scottsdale,Wrangler,Jeep,29249.625
Pitre Buick-Pontiac-Gmc of Scottsdale,Xterra,Nissan,26000.333333333332
Progressive Shippers Cooperative Association No,3-Sep,Saab,41943.72222222222
Progressive Shippers Cooperative Association No,3000GT,Mitsubishi,21905.190476190477
Progressive Shippers Cooperative Association No,300M,Chrysler,23183.833333333332
Progressive Shippers Cooperative Association No,323i,BMW,18506.8
Progressive Shippers Cooperative Association No,328i,BMW,29138.26923076923
Progressive Shippers Cooperative Association No,4Runner,Toyota,30200.5
Progressive Shippers Cooperative Association No,5-Sep,Saab,32333.333333333332
Progressive Shippers Cooperative Association No,528i,BMW,27000.136363636364
Progressive Shippers Cooperative Association No,A4,Audi,23287.75
Progressive Shippers Cooperative Association No,A6,Audi,21633.6
Progressive Shippers Cooperative Association No,A8,Audi,44000.333333333336
Progressive Shippers Cooperative Association No,Accent,Hyundai,18000.0
Progressive Shippers Cooperative Association No,Accord,Honda,34940.0
Progressive Shippers Cooperative Association No,Altima,Nissan,21000.0
Progressive Shippers Cooperative Association No,Aurora,Oldsmobile,53198.8
Progressive Shippers Cooperative Association No,Avalon,Toyota,18000.0
Progressive Shippers Cooperative Association No,Avenger,Dodge,26250.0
Progressive Shippers Cooperative Association No,Beetle,Volkswagen,37083.833333333336
Progressive Shippers Cooperative Association No,Bonneville,Pontiac,20850.0
Progressive Shippers Cooperative Association No,Boxter,Porsche,14000.0
Progressive Shippers Cooperative Association No,Bravada,Oldsmobile,21729.25
Progressive Shippers Cooperative Association No,Breeze,Plymouth,39200.0
Progressive Shippers Cooperative Association No,C-Class,Mercedes-B,13791.75
Progressive Shippers Cooperative Association No,C70,Volvo,31967.470588235294
